,price,mileage,registration_date,engine_power,brand,model,registration_year,colour,type,fuel_type,is_after_accident,engine_size
802,"
€ 9.890,-
",78.408 km,09/2017,62 kW,Hyundai,i20,2017,Rot,Kleinwagen,Super 95,"
09/2020
","
1.248 cm³
"
803,"
€ 9.900,-
",64.947 km,06/2017,62 kW,Hyundai,i20,2017,Silber,Kleinwagen,Super 95,,no_data
804,"
€ 9.950,-
",19.047 km,12/2017,55 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Benzin,no_data_about_accident,no_data
805,"
€ 9.950,-
",14.863 km,07/2017,55 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Benzin,no_data_about_accident,no_data
806,"
€ 9.970,-
",62.006 km,06/2017,55 kW,Hyundai,i20,2017,Silber,Kleinwagen,Super 95,no_data_about_accident,no_data
807,"
€ 9.990,-
",46.815 km,12/2017,62 kW,Hyundai,i20,2017,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
808,"
€ 9.990,-
",36.375 km,12/2017,62 kW,Hyundai,i20,2017,Orange,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
809,"
€ 9.990,-
",39.799 km,12/2017,62 kW,Hyundai,i20,2017,Blau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
810,"
€ 9.990,-
",42.625 km,12/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
811,"
€ 9.990,-
",41.938 km,12/2017,62 kW,Hyundai,i20,2017,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
812,"
€ 9.990,-
",16.200 km,06/2017,62 kW,Hyundai,i20,2017,Rot,Limousine,Benzin,,"
1.248 cm³
"
813,"
€ 9.999,-
",75.000 km,09/2017,62 kW,Hyundai,i20,2017,Grau,Kleinwagen,Super 95,no_data_about_accident,no_data
814,"
€ 9.999,-
",26.000 km,05/2017,62 kW,Hyundai,i20,2017,Blau,Limousine,Benzin,,"
1.248 cm³
"
815,"
€ 10.250,-
",40.300 km,05/2017,74 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,,"
998 cm³
"
816,"
€ 10.280,-
",18.000 km,07/2017,55 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,no_data_about_accident,"
4
"
817,"
€ 10.295,-
",30.700 km,07/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,"
10/2020
","
1.248 cm³
"
818,"
€ 10.499,-
",44.500 km,06/2017,62 kW,Hyundai,i20,2017,Rot,Limousine,Super 95 (Rußpartikelfilter),,"
4
"
819,"
€ 10.500,-
",78.000 km,05/2017,88 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
820,"
€ 10.500,-
",59.000 km,12/2017,74 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
821,"
€ 10.500,-
",20.000 km,11/2017,55 kW,Hyundai,i20,2017,Schwarz,Limousine,,no_data_about_accident,no_data
822,"
€ 10.500,-
",30.710 km,10/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Benzin,,"
1.248 cm³
"
823,"
€ 10.550,-
",26.489 km,10/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,,"
1.248 cm³
"
824,"
€ 10.598,-
",37.386 km,01/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95,,"
1.248 cm³
"
825,"
€ 10.790,-
",61.500 km,08/2017,88 kW,Hyundai,i20,2017,Schwarz,Limousine,Super Plus 98,no_data_about_accident,"
998 cm³
"
826,"
€ 10.800,-
",44.098 km,02/2017,74 kW,Hyundai,i20,2017,Blau,Kleinwagen,Super 95,,"
1.368 cm³
"
827,"
€ 10.800,-
",8.000 km,06/2017,55 kW,Hyundai,i20,2017,Blau,Limousine,Benzin,,"
1.248 cm³
"
828,"
€ 10.890,-
",16.325 km,12/2017,62 kW,Hyundai,i20,2017,Weiß,Sonstige,Super 95,"
01/2020
","
1.248 cm³
"
829,"
€ 10.900,-
",69.700 km,06/2017,66 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Diesel (Rußpartikelfilter),,"
1.396 cm³
"
830,"
€ 10.900,-
",46.500 km,06/2017,88 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,"
12 Monate
","
998 cm³
"
831,"
€ 10.900,-
",51.762 km,04/2017,66 kW,Hyundai,i20,2017,Braun,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,"
1.396 cm³
"
832,"
€ 10.900,-
",43.000 km,03/2017,74 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Benzin,,no_data
833,"
€ 10.980,-
",32.150 km,05/2017,62 kW,Hyundai,i20,2017,Silber,Limousine,Super 95,no_data_about_accident,no_data
834,"
€ 10.990,-
",38.800 km,09/2017,66 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Diesel (Rußpartikelfilter),"
24 Monate
","
1.396 cm³
"
835,"
€ 10.990,-
",38.900 km,12/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Normal/Benzin 91,no_data_about_accident,"
1.248 cm³
"
836,"
€ 10.990,-
",82.884 km,10/2017,74 kW,Hyundai,i20,2017,Blau,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
837,"
€ 10.990,-
",25.000 km,01/2017,62 kW,Hyundai,i20,2017,Silber,Kleinwagen,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
838,"
€ 10.999,-
",41.440 km,03/2017,62 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
839,"
€ 10.999,-
",23.000 km,12/2017,62 kW,Hyundai,i20,2017,Blau,Kleinwagen,Benzin,,"
1.248 cm³
"
840,"
€ 11.220,-
",31.701 km,09/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,,no_data
841,"
€ 11.390,-
",80.000 km,02/2017,88 kW,Hyundai,i20,2017,Grau,Limousine,Benzin,,"
998 cm³
"
842,"
€ 11.450,-
",63.000 km,09/2017,88 kW,Hyundai,i20,2017,Silber,Kleinwagen,Benzin,no_data_about_accident,no_data
843,"
€ 11.490,-
",36.250 km,06/2017,62 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Benzin,no_data_about_accident,no_data
844,"
€ 11.490,-
",36.250 km,06/2017,62 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Benzin,no_data_about_accident,no_data
845,"
€ 11.600,-
",31.600 km,11/2017,88 kW,Hyundai,i20,2017,Schwarz,Limousine,Benzin,,"
998 cm³
"
846,"
€ 11.735,-
",25.300 km,06/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,,"
1.248 cm³
"
847,"
€ 11.750,-
",12.500 km,04/2017,62 kW,Hyundai,i20,2017,Grau,Limousine,Benzin,,"
1.248 cm³
"
848,"
€ 11.850,-
",34.850 km,02/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95 (Rußpartikelfilter),,no_data
849,,22.100 km,11/2017,88 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,,"
Front
"
850,"
€ 11.880,-
",29.133 km,07/2017,74 kW,Hyundai,i20,2017,Rot,Limousine,Super 95,,no_data
851,"
€ 11.900,-
",38.000 km,04/2017,62 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
852,"
€ 11.900,-
",6.000 km,11/2017,62 kW,Hyundai,i20,2017,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
853,"
€ 11.930,-
",70.500 km,03/2017,88 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Benzin,no_data_about_accident,"
998 cm³
"
854,"
€ 11.950,-
",44.350 km,08/2017,74 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95 / Super E10 95,no_data_about_accident,"
998 cm³
"
855,"
€ 11.950,-
",42.000 km,09/2017,74 kW,Hyundai,i20,2017,Silber,Limousine,Benzin,,"
998 cm³
"
856,"
€ 11.980,-
",56.000 km,06/2017,74 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,,"
998 cm³
"
857,"
€ 11.985,-
",12.500 km,06/2017,74 kW,Hyundai,i20,2017,Weiß,Limousine,Super E10 95,no_data_about_accident,"
998 cm³
"
858,"
€ 11.999,-
",9.000 km,07/2017,62 kW,Hyundai,i20,2017,Grau,Limousine,Benzin,,"
1.248 cm³
"
859,"
€ 12.300,-
",13.500 km,05/2017,88 kW,Hyundai,i20,2017,Rot,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
860,"
€ 12.350,-
",32.255 km,09/2017,74 kW,Hyundai,i20,2017,Silber,Kleinwagen,Super 95,"
Ja
","
1.140 kg
"
861,"
€ 12.490,-
",40.250 km,02/2017,88 kW,Hyundai,i20,2017,Weiß,Limousine,Super 95,,"
998 cm³
"
862,"
€ 12.490,-
",37.500 km,11/2017,74 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Benzin,,no_data
863,"
€ 12.490,-
",30.000 km,09/2017,88 kW,Hyundai,i20,2017,Blau,Limousine,Benzin,,"
998 cm³
"
864,"
€ 12.500,-
",27.530 km,06/2017,62 kW,Hyundai,i20,2017,Rot,Limousine,Benzin,,"
1.248 cm³
"
865,"
€ 12.950,-
",13.271 km,07/2017,74 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Super 95,"
12 Monate
","
1.140 kg
"
866,"
€ 12.974,-
",24.975 km,10/2017,88 kW,Hyundai,i20,2017,Limousine,Schaltgetriebe,,no_data_about_accident,"
998 cm³
"
867,"
€ 12.990,-
",38.450 km,08/2017,62 kW,Hyundai,i20,2017,Grau,Kleinwagen,Super 95,,no_data
868,"
€ 12.990,-
",11.000 km,11/2017,74 kW,Hyundai,i20,2017,Braun,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
1.125 kg
"
869,"
€ 12.990,-
",39.957 km,04/2017,88 kW,Hyundai,i20,2017,Orange,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
870,"
€ 13.000,-
",20.334 km,09/2017,74 kW,Hyundai,i20,2017,Rot,Limousine,Benzin,no_data_about_accident,"
1.368 cm³
"
871,"
€ 13.290,-
",18.000 km,08/2017,74 kW,Hyundai,i20,2017,Schwarz,Limousine,Super 95,no_data_about_accident,"
4
"
872,"
€ 13.450,-
",48.263 km,05/2017,88 kW,Hyundai,i20,2017,Grau,Kleinwagen,Super 95,,no_data
873,"
€ 13.450,-
",26.918 km,07/2017,74 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,"
Ja
","
1.154 kg
"
874,"
€ 13.555,-
",13.200 km,08/2017,62 kW,Hyundai,i20,2017,Schwarz,Kleinwagen,Super 95,,no_data
875,"
€ 13.890,-
",16.100 km,06/2017,88 kW,Hyundai,i20,2017,Weiß,Kleinwagen,Super 95,,"
4
"
876,"
€ 13.989,-
",46.690 km,05/2017,66 kW,Hyundai,i20,2017,Blau,Kleinwagen,Diesel (Rußpartikelfilter),,"
1.396 cm³
"
877,"
€ 14.300,-
",23.049 km,12/2017,92 kW,Hyundai,i20,2017,Silber,Kleinwagen,Benzin,no_data_about_accident,no_data
878,"
€ 8.990,-
",60.038 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,no_data_about_accident,"
Front
"
879,"
€ 8.990,-
",56.576 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,no_data_about_accident,"
Front
"
880,"
€ 8.990,-
",55.293 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,,"
1.198 cm³
"
881,"
€ 9.480,-
",33.946 km,07/2018,62 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95 / Super Plus 98,,"
1.248 cm³
"
882,"
€ 9.750,-
",49.531 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,"
Front
"
883,"
€ 10.490,-
",8.200 km,05/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,,"
1.248 cm³
"
884,"
€ 11.390,-
",10.000 km,05/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,,"
1.248 cm³
"
885,"
€ 9.222,-
",32.500 km,09/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
886,"
€ 9.990,-
",13.500 km,10/2018,62 kW,Hyundai,i20,2018,Silber,Kleinwagen,Super 95,no_data_about_accident,no_data
887,"
€ 10.600,-
",37.178 km,01/2018,74 kW,Hyundai,i20,2018,Braun,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
998 cm³
"
888,"
€ 11.990,-
",36.000 km,06/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Normal/Benzin E10 91 / Super E10 95 / Super 95,,"
1.368 cm³
"
889,"
€ 12.399,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Grau,Kleinwagen,Super 95,,no_data
890,,50.623 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
891,"
€ 8.000,-
",50.654 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
892,"
€ 8.900,-
",43.100 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,,"
1.248 cm³
"
893,"
€ 10.590,-
",10.500 km,09/2018,55 kW,Hyundai,i20,2018,Blau,Kleinwagen,Benzin,,no_data
894,"
€ 13.250,-
",11.796 km,10/2018,74 kW,Hyundai,i20,2018,Silber,Limousine,Super 95,,"
3
"
895,"
€ 13.540,-
",10 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Benzin,,no_data
896,"
€ 13.599,-
",10 km,12/2018,62 kW,Hyundai,i20,2018,Silber,Kleinwagen,Benzin,,no_data
897,"
€ 13.900,-
",10 km,11/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Normal/Benzin E10 91,no_data_about_accident,"
1.368 cm³
"
898,"
€ 7.210,-
",44.646 km,04/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
899,,51.200 km,01/2018,55 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,,"
1.248 cm³
"
900,"
€ 8.100,-
",20.597 km,06/2018,62 kW,Hyundai,i20,2018,Braun,Benzin,,no_data_about_accident,no_data
901,"
€ 8.200,-
",7.000 km,03/2018,55 kW,Hyundai,i20,2018,Grau,Kleinwagen,Benzin,no_data_about_accident,"
4
"
902,"
€ 8.222,-
",54.000 km,11/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
903,"
€ 8.250,-
",39.640 km,03/2018,55 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,no_data_about_accident,no_data
904,"
€ 8.390,-
",55.500 km,12/2018,55 kW,Hyundai,i20,2018,Braun,Limousine,Benzin,,"
1.248 cm³
"
905,"
€ 8.450,-
",54.107 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Benzin,,"
1.248 cm³
"
906,"
€ 8.450,-
",52.513 km,12/2018,55 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,,"
1.248 cm³
"
907,"
€ 8.450,-
",46.228 km,12/2018,55 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Benzin,,no_data
908,"
€ 8.650,-
",23.000 km,01/2018,55 kW,Hyundai,i20,2018,Weiß,Limousine,Benzin,,"
1.248 cm³
"
909,"
€ 8.890,-
",64.740 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,,"
1.248 cm³
"
910,"
€ 8.900,-
",62.244 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
911,"
€ 8.900,-
",62.431 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
912,"
€ 8.900,-
",67.517 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
913,"
€ 8.950,-
",49.500 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Super 95 / Super E10 95 / Super Plus 98 / Super Plus E10 98,"
24 Monate
","
1.248 cm³
"
914,"
€ 8.980,-
",51.097 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Limousine,Super 95,,"
1.248 cm³
"
915,"
€ 8.980,-
",51.349 km,12/2018,55 kW,Hyundai,i20,2018,Braun,Limousine,Super 95,,"
1.248 cm³
"
916,"
€ 8.990,-
",53.498 km,12/2018,55 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,,no_data
917,"
€ 9.200,-
",29.140 km,10/2018,55 kW,Hyundai,i20,2018,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
918,"
€ 9.260,-
",54.738 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Limousine,Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98,,"
1.248 cm³
"
919,"
€ 9.260,-
",51.193 km,12/2018,55 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,,"
1.248 cm³
"
920,"
€ 9.290,-
",29.500 km,04/2018,55 kW,Hyundai,i20,2018,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
921,"
€ 9.290,-
",29.500 km,04/2018,55 kW,Hyundai,i20,2018,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
922,"
€ 9.300,-
",56.823 km,12/2018,55 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
923,"
€ 9.350,-
",18.700 km,09/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
924,"
€ 9.380,-
",51.212 km,12/2018,55 kW,Hyundai,i20,2018,Braun,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
925,"
€ 9.380,-
",51.212 km,12/2018,55 kW,Hyundai,i20,2018,Braun,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
926,"
€ 9.387,-
",57.579 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,,"
4
"
927,"
€ 9.389,-
",58.694 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,,"
4
"
928,"
€ 9.390,-
",62.477 km,12/2018,55 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,,no_data
929,"
€ 9.450,-
",41.000 km,12/2018,55 kW,Hyundai,i20,2018,Braun,Limousine,Super 95,no_data_about_accident,no_data
930,"
€ 9.480,-
",49.785 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
931,"
€ 9.480,-
",49.785 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
932,"
€ 9.485,-
",51.901 km,12/2018,55 kW,Hyundai,i20,2018,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
933,"
€ 9.490,-
",34.000 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Kleinwagen,Super 95,,no_data
934,"
€ 9.500,-
",56.492 km,11/2018,62 kW,Hyundai,i20,2018,Grau,Limousine,Super E10 95 / Normal/Benzin 91 / Super Plus E10 98 / Super 95 / Super Plus 98 / Normal/Benzin E10 91,"
11/2019
","
1.248 cm³
"
935,"
€ 9.600,-
",16.050 km,04/2018,62 kW,Hyundai,i20,2018,Braun,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
936,"
€ 9.670,-
",9.000 km,12/2018,55 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
937,"
€ 9.690,-
",36.789 km,11/2018,62 kW,Hyundai,i20,2018,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
938,"
€ 9.690,-
",26.400 km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95 / Normal/Benzin 91,"
12 Monate
","
1.248 cm³
"
939,"
€ 9.750,-
",45.000 km,08/2018,62 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Benzin,no_data_about_accident,no_data
940,"
€ 9.750,-
",40.000 km,09/2018,62 kW,Hyundai,i20,2018,Grau,Kleinwagen,Benzin,,no_data
941,"
€ 9.750,-
",24.000 km,04/2018,62 kW,Hyundai,i20,2018,Grau,Limousine,Benzin,,"
1.248 cm³
"
942,"
€ 9.770,-
",35.076 km,01/2018,55 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,,no_data
943,"
€ 9.800,-
",6.932 km,02/2018,55 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
944,"
€ 9.840,-
",62.290 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Kleinwagen,Super 95,no_data_about_accident,no_data
945,"
€ 9.880,-
",35.118 km,01/2018,55 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,,no_data
946,"
€ 9.880,-
",13.532 km,07/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,,no_data
947,"
€ 9.890,-
",8.100 km,11/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
948,"
€ 9.900,-
",41.950 km,11/2018,62 kW,Hyundai,i20,2018,Braun,Limousine,Super 95 (Rußpartikelfilter),no_data_about_accident,"
1.248 cm³
"
949,"
€ 9.900,-
",119.389 km,01/2018,62 kW,Hyundai,i20,2018,Grau,Limousine,Flüssiggas/Autogas (LPG),,no_data
950,"
€ 9.900,-
",37.000 km,05/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Benzin,,"
1.248 cm³
"
951,"
€ 9.950,-
",51.033 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Limousine,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
952,"
€ 9.950,-
",50.471 km,12/2018,55 kW,Hyundai,i20,2018,Braun,Kleinwagen,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
953,"
€ 9.979,-
",41.400 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
954,"
€ 9.980,-
",12.890 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super E10 95 / Super 95,,"
1.248 cm³
"
955,,4.700 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
956,"
€ 9.990,-
",53.907 km,12/2018,55 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
957,"
€ 9.990,-
",18.328 km,11/2018,62 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
958,"
€ 9.990,-
",49.100 km,12/2018,55 kW,Hyundai,i20,2018,Silber,Kleinwagen,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
959,"
€ 9.990,-
",34.800 km,08/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95 / Super Plus 98,no_data_about_accident,"
1.248 cm³
"
960,"
€ 9.990,-
",62.995 km,04/2018,66 kW,Hyundai,i20,2018,Braun,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,"
1.396 cm³
"
961,"
€ 9.990,-
",14.600 km,04/2018,55 kW,Hyundai,i20,2018,Blau,Kleinwagen,Benzin,,no_data
962,"
€ 9.999,-
",61.071 km,12/2018,55 kW,Hyundai,i20,2018,Grau,Kleinwagen,Super 95,,no_data
963,"
€ 10.200,-
",7.200 km,10/2018,62 kW,Hyundai,i20,2018,Silber,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
964,"
€ 10.290,-
",1.550 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
965,"
€ 10.350,-
",10.000 km,08/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95 / Super E10 95,"
36 Monate
","
1.248 cm³
"
966,"
€ 10.460,-
",16.826 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
967,"
€ 10.490,-
",27.300 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
968,"
€ 10.490,-
",16.165 km,12/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Super 95 / Normal/Benzin 91,,no_data
969,"
€ 10.490,-
",30.000 km,06/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
970,"
€ 10.490,-
",6.070 km,12/2018,55 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
971,"
€ 10.490,-
",41.088 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,,no_data
972,"
€ 10.500,-
",17.000 km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
973,"
€ 10.590,-
",36.990 km,08/2018,66 kW,Hyundai,i20,2018,Grau,Kleinwagen,Diesel (Rußpartikelfilter),no_data_about_accident,no_data
974,"
€ 10.600,-
",9.800 km,01/2018,61 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Benzin,no_data_about_accident,no_data
975,"
€ 10.650,-
",15.000 km,02/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,no_data_about_accident,no_data
976,"
€ 10.700,-
",5.300 km,10/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Benzin,,"
1.248 cm³
"
977,"
€ 10.750,-
",19.950 km,07/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
978,"
€ 10.780,-
",21.100 km,05/2018,55 kW,Hyundai,i20,2018,Silber,Limousine,Benzin,,"
1.248 cm³
"
979,"
€ 10.799,-
",27.399 km,08/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,,no_data
980,"
€ 10.800,-
",15.800 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
981,"
€ 10.800,-
",25.000 km,12/2018,74 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95 (Rußpartikelfilter),,no_data
982,"
€ 10.846,-
",48.914 km,08/2018,66 kW,Hyundai,i20,2018,Grau,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,"
1.396 cm³
"
983,"
€ 10.900,-
",32.230 km,05/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
984,"
€ 10.900,-
",4.500 km,01/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Benzin,,"
1.248 cm³
"
985,"
€ 10.950,-
",12.642 km,06/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Super E10 95,no_data_about_accident,"
Front
"
986,"
€ 10.950,-
",25.634 km,08/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
987,,14.760 km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.249 cm³
"
988,"
€ 10.980,-
",13.370 km,08/2018,63 kW,Hyundai,i20,2018,Silber,Limousine,Super 95,,no_data
989,"
€ 10.980,-
",19.050 km,12/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
